UNIDADE
98_ceo_leste__prof_dr_jair_machado_santos_da_rocha|98 - CEO LESTE - Prof. Dr. Jair Machado Santos da Rocha
99_ubsf_unidade_basica_da_familia_l_47|99 - UBSF - Unidade Basica da Familia - L -47
100_policlinica_dr_jose_antonio_da_silva|100 - Policlínica Dr. José Antônio da Silva
100_policlinica_dr_jose_antonio_da_silva_b|100 B - Policlínica Dr. José Antônio da Silva
101_maternidade_doutor_moura_tapajoz|101 - Maternidade Doutor Moura Tapajóz
101_maternidade_doutor_moura_tapajoz_b|101 B - Maternidade Doutor Moura Tapajóz
101 _maternidade_doutor_moura_tapajoz_c|101 C - Maternidade Doutor Moura Tapajóz
101_maternidade_doutor_moura_tapajoz_d|101 D - Maternidade Doutor Moura Tapajóz
102_secretaria_municipal_de_saude_sede|102 - Secretaria Municipal de Saúde - Sede
103 _ubs_santo_antonio|103 - UBS Santo Antônio
103_ubs_santo_antonio_b|103 B - UBS Santo Antônio
104 _samu_leste_sao_jose|104 - SAMU Leste - São José
105_samu_norte_bola_do_francisca_mendes|105 - SAMU Norte - Bola do Francisca Mendes
106_caminhao_oaa_3888|106 - CAMINHÃO - OAA 3888
107 _caminhao_oaa_3958|107 - CAMINHÃO - OAA 3958
108_barco_katuiara|108 - Barco Katuiara
110_caminhao_oaa_3938|110 - CAMINHÃO - OAA 3938
112_onibus|112 - ÔNIBUS
114_nucleo_de_entomologia_e_controle_vetorial_do_municipio|114 - Núcleo de Entomologia e Controle Vetorial do Município
115_samu_sul_bola_da_suframa|115 - SAMU Sul - Bola da Suframa
116_samu_base_oeste|116 - Samu Base Oeste
117_samu_centro_oeste_alvorada|117 - SAMU Centro Oeste - Alvorada
118_samu_centro_sul_aleixo|118 - SAMU Centro Sul - Aleixo
119 _samu_santa_etelvina|119 - SAMU Santa Etelvina
120_samu_colonia_antonio_aleixo|120 - SAMU Colonia Antônio Aleixo
121_samu_fluvial|121 - SAMU Fluvial
122_modulo_da_saude_da_familia_dr_platao_de_araujo|122 - Módulo da Saúde da Família DR. Platão de Araújo
122_B_modulo_da_saude_da_familia_dr_platao_de_araujo_b|122 B - Módulo da Saúde da Família DR. Platão de Araújo
123_ubs_dr_silas_de_oliveira_santos|123 - UBS Dr. Silas de Oliveira Santos
123_B_ubs_dr_silas_de_oliveira_santos_b|123 B - UBS Dr. Silas de Oliveira Santos
124_ubs_josephina_de_mello|124 - UBS Josephina de Mello
124_B_ubs_josephina_de_mello_b|124 B - UBS Josephina de Mello
125_ubs_vila_da_prata|125 - UBS Vila da Prata
125_B_ubs_vila_da_prata_b|125 B - UBS Vila da Prata
126 _servico_de_saude_de_urgencia_samu_sede|126 - Serviço de Saúde de Urgencia - SAMU - SEDE
127_ubs_gebes_de_medeiros|127 - UBS Gebes de Medeiros
127_B_ubs_gebes_de_medeiros_b|127 B - UBS Gebes de Medeiros
127_C_ubs_gebes_de_medeiros_b|127C UBS Gebes de Medeiros (aditivo)
128_ubs_frank_calderon_rosemberg|128 - UBS Frank Calderon Rosemberg
128_B_ubs_frank_calderon_rosemberg_b|128 B - UBS Frank Calderon Rosemberg
129_ceo_norte__dr_rubim_sa|129 - CEO NORTE - Dr. Rubim Sá
130_ubs_arthur_virgilio_filho|130 - UBS - Arthur Virgílio Filho
130_B_ubs_arthur_virgilio_filho_b|130 B - UBS - Arthur Virgílio Filho
131_departamento_de_logistica__delog_central_de_medicamentos_semsa|131 - Departamento de Logística DELOG (Central de medicamentos - SEMSA)
132_ubs_leonor_de_freitas|132 - UBS Leonor de Freitas
132_B_ubs_leonor_de_freitas_b|132 B - UBS Leonor de Freitas
132_C_ubs_leonor_de_freitas_c|132 C - UBS Leonor de Freitas - Almoxarifado das Farmácias
133_distrito_de_saude_norte|133 - Distrito de Saúde Norte
134_distrito_de_saude_leste|134 - Distrito de Saúde Leste
135_distrito_de_saude_oeste|135 - Distrito de Saúde Oeste
135_B_Setor_de_Controle_Vetorial_e_Entomologia (Disa-Oeste)|135 B - Setor de Controle Vetorial e Entomologia (Disa-Oeste)
136_ubs_dr_alfredo_campos|136 - UBS Dr. Alfredo Campos
136_B_ubs_dr_alfredo_campos_b|136 B - UBS Dr. Alfredo Campos
137_caps_iii_benjamin_matias_fernandes|137 - CAPS III- Benjamin Matias Fernandes
138_ubs_major_pm_salvio_belota|138 - UBS Major PM Sálvio Belota
138_B_ubs_major_pm_salvio_belota_b|138 B - UBS Major PM Sálvio Belota
139_distrito_de_saude_sul|139 - Distrito de Saúde Sul
140_ubs_lindalva_damasceno|140 - UBS Lindalva Damasceno
140_F_policlinica _djalma_batista|140 F - Policlinica Djalma Bastista
141_ubs_vicente_pallotti|141 - UBS Vicente Pallotti
141_B_ubs_vicente_pallotti_|141 B - UBS Vicente Pallotti
142_centro_de_controle_de_zoonoses_de_manaus|142 - Centro de Controle de Zoonoses de Manaus
143_policlinica_dr_djalma_batista|143 - Policlínica Dr Djalma Batista
143_B_policlinica_dr_djalma_batista_b|143 B - Policlínica Dr Djalma Batista
144_policlinica_dr_raimundo_franco_de_sa|144 - Policlínica Dr. Raimundo Franco de Sá
144_B_policlinica_dr_raimundo_franco_de_sa_b|144 B - Policlínica Dr. Raimundo Franco de Sá
145_ubs_deodato_de_miranda_leao|145 - UBS Deodato De Miranda Leão
145_B_ubs_deodato_de_miranda_leao_b|145 B - UBS Deodato De Miranda Leão
146_ubs_jose_amazonas_palhano|146 - UBS José Amazonas Palhano
146_B_ubs_jose_amazonas_palhano_b|146 B - UBS José Amazonas Palhano
147_ubs_dr_jose_rayol_dos_santos_147|147 - UBS Dr José Rayol dos Santos
147_ubs_dr_jose_rayol_dos_santos_b|147 B - UBS Dr José Rayol dos Santos
148_ubs_luiz_montenegro|148 - UBS Luiz Montenegro
148_B_ubs_luiz_montenegro_b|148 B - UBS Luiz Montenegro
148_C_ubs_luiz_montenegro_c|148 C - UBS Luiz Montenegro
149_ubs_redencao|149 - UBS Redenção
149_B_ubs_redencao_b|149 B - UBS Redenção
150_policlinica_castelo_branco|150 - Policlínica Castelo Branco
150_B_policlinica_castelo_branco_b|150 B - Policlínica Castelo Branco
151_policlinica_dr_antonio_comte_telles|151 - Policlínica DR. Antônio Comte Telles
151_B_policlinica_dr_antonio_comte_telles_b|151 B - Policlínica DR. Antônio Comte Telles
151_C_policlinica_dr_antonio_comte_telles_c|151 C - Policlínica DR. Antônio Comte Telles
152_clinica_da_familia_dr_antonio_reis|152 - Clinica da Família DR. Antônio Reis
152_B_clinica_da_familia_dr_antonio_reis_b|152 B - Clinica da Família DR. Antônio Reis
153_policlinica_enfª_anna_barreto_pereira|153 - Policlínica ENFª Anna Barreto Pereira
153_B_policlinica_enfª_anna_barreto_pereira_b|153 B - Policlínica ENFª Anna Barreto Pereira
153_E_ubs_maria_leonor_brilhante_e|153 E - UBS Maria Leonor Brilhante
153_F_ubs_maria_leonor_brilhante_f|153 F - UBS Maria Leonor Brilhante
154_ubs_enf_ivone_lima_santos|154 - UBS ENF. Ivone Lima Santos
154_B_ubs_enf_ivone_lima_santos_b|154 B - UBS ENF. Ivone Lima Santos
155_ubs_augias_gadelha|155 - UBS Augias Gadelha
155_B_ubs_b_augias_gadelha_b|155 B - UBS Augias Gadelha
155_C_ubs_c_augias_gadelha_c|155 C - UBS Augias Gadelha C
156 _farmacia_gratuita_t3|156 - Farmácia Gratuita - T3
157_farmacia_gratuita_t_4|157 - Farmácia Gratuita - T 4
158_farmacia_gratuita_t5|158 - Farmácia Gratuita - T5
159_ubs_balbina_mestrinho|159 - UBS Balbina Mestrinho
159_B_ubs_balbina_mestrinho_B|159 B - UBS Balbina Mestrinho
159_f_laboratorio_distrital_sul|159 F - Laboratório Distrital Sul
160_ubs_frei_valerio_di_carlo|160 - UBS Frei Valerio Di Carlo
160_B_ubs_frei_valerio_di_carlo_b|160 B - UBS Frei Valerio Di Carlo
161_ubs_ajuricaba|161 - UBS Ajuricaba
161_B_ubs_ajuricaba_b|161 B - UBS Ajuricaba
162_ubs_almir_pedreira|162 - UBS Almir Pedreira
162_B_ubs_almir_pedreira_b|162 B - UBS Almir Pedreira
163_ubs_armando_mendes|163 - UBS Armando Mendes
163_E_clinica_da_familia_desembargador_fabio_do_couto_vale_e|163 E - Clínica da Família Desebargador Fábio do Couto Vale
163_F_clinica_da_familia_desembargador_fabio_do_couto_vale_f|163 F - Clínica da Família Desebargador Fábio do Couto Vale
164_ubs_bairro_da_paz|164 - UBS Bairro da Paz
164_B_ubs_bairro_da_paz_b|164 B - UBS Bairro da Paz
165_ubs_bianca_aguiar_carvalho|165 - UBS Bianca Aguiar Carvalho
166_ubs_dom_milton_correa_pereira|166 - UBS Dom Milton Corrêa Pereira
166_B_ubs_dom_milton_correa_pereira_b|166 B - UBS Dom Milton Corrêa Pereira
167_ubs_gilson_moreira|167 - UBS Gilson Moreira
167_B_ubs_gilson_moreira_b|167 B - UBS Gilson Moreira
168_ubs_dr_jose_avelino_pereira|168 - UBS DR. José Avelino Pereira
168_B_ubs_dr_jose_avelino_pereira_b|168 B - UBS DR. José Avelino Pereira
169_ubs_dr_jose_rayol_dos_santos_169|169 - UBS Dr. Rayol dos Santos
169_ubs_dr_jose_rayol_dos_santos_b|169 B - UBS Dr. Rayol Dos Santos
170_ubs_dr_waldir_bugalho_de_medeiros|170 - UBS Dr. Waldir Bugalho de Medeiros
170_B_ubs_dr_waldir_bugalho_de_medeiros_b|170 B - UBS Dr. Waldir Bugalho de Medeiros
171_ubs_cacilda_de_freitas|171 - UBS Cacilda de Freitas
172_ubs_dra_luiza_do_carmo_ribeiro_fernandes|172 - UBS Dra. Luiza do Carmo Ribeiro Fernandes
172_B_ubs_dra_luiza_do_carmo_ribeiro_fernandes_b|172 B - UBS Dra. Luiza do Carmo Ribeiro Fernandes
ubs_dr_geraldo_magela|173 - UBS Dr. Geraldo Magela
ubs_dr_geraldo_magela_b|173 B - UBS Dr. Geraldo Magela - Almoxarifado Farmácia
distrito_de_saude_leste_e|173 E - Distrito de Saúde Leste
distrito_de_saude_leste_f|173 F - Distrito de Saúde Leste
ubs_guilherme_alexandre|174 - UBS Guilherme Alexandre
ubs_japiim|175 - UBS Japiim
ubs_japiim_b|175 B - UBS Japiim
ubs_japiim_c|175 C - UBS Japiim
ubs_japiim_d|175 D - UBS Japiim
ubs_joao_nogueira_da_matta|176 - UBS João Nogueira da Matta
ubs_joao_nogueira_da_matta_b|176 B - UBS João Nogueira da Matta
ubs_lago_do_aleixo|177 - UBS Lago do Aleixo
ubs_lago_do_aleixo_b|177 B - UBS Lago do Aleixo
ubs_lourenco_borghi|178 - UBS Lourenço Borghi
ubs_lourenco_borghi_b|178 B - UBS Lourenço Borghi
ubs_lucio_flavio_de_vasconcelos_dias|179 - UBS Lúcio Flávio de Vasconcelos Dias
ubs_lucio_flavio_de_vasconcelos_dias_b|179 B - UBS Lúcio Flávio de Vasconcelos Dias
ubs_dr_luiz_montenegro|180 - UBS Dr. Luiz Montenegro
ubs_dr_luiz_montenegro_b|180 B - UBS Dr. Luiz Montenegro
ubs_mansour_bulbol|181 - UBS Mansour Bulbol
ubs_mansour_bulbol_b|181 B - UBS Mansour Bulbol
181C_UBS_Mansour_Bulbol_(aditivo)|181C UBS Mansour Bulbol (aditivo)
ubs_ida_mentoni|182 - UBS Ida Mentoni
ubs_ida_mentoni_b|182 B - UBS Ida Mentoni
ubs_maria_leonor_brilhante|183 - UBS Maria Leonor Brilhante
ubs_maria_leonor_brilhante_b|183 B - UBS Maria Leonor Brilhante
ubs_mauazinho|184 - UBS Mauazinho
ubs_mauazinho_b|184 B - UBS Mauazinho
ubs_megumo_kado|185 - UBS Megumo Kado
ubs_megumo_kado_b|185 B - UBS Megumo Kado
186_usf_rosa_pereira_almeida|186 - USF Rosa Pereira de Almeida
laboratorio_distrital_sul_186_e|186 E - Laboratório Distrital Sul
ubs_lucio_flavio_de_vasconcelos_dias_186_f|186 F - UBS Lúcio Flávio de Vasconcelos Dias
ubs_nova_esperanca|187 - UBS Nova Esperança
ubs_nova_esperanca_b|187 B - UBS Nova Esperança
ubsf_unidade_basica_da_familia_s04|188 - UBSF - Unidade Basica da Familia - S-04
ubs_petropolis|189 - UBS Petrópolis
ubs_petropolis_b|189 B - UBS Petrópolis
ubs_santa_luzia|190 - UBS Santa Luzia
ubs_santa_luzia_B|190 B - UBS Santa Luzia
ubs_santos_dumont|191 - UBS Santos Dumont
ubs_santos_dumont_b|191 B - UBS Santos Dumont
ubs_sao_francisco|192 - UBS São Francisco
ubs_sao_francisco_b|192 B - UBS São Francisco
ubs_sao_vicente_de_paulo|193 - UBS São Vicente de Paulo
ubs_sao_vicente_de_paulo_b|193 B - UBS São Vicente de Paulo
ubs_theodimiro_garrido|194 - UBS Theodimiro Garrido
ubs_theodimiro_garrido_b|194 B - UBS Theodimiro Garrido
ubs_theomario_pinto_da_costa|195 - UBS Theomário Pinto da Costa
ubs_theomario_pinto_da_costa_b|195 B - UBS Theomário Pinto da Costa
caps_infanto_juvenil_leste|196 - CAPS Infanto Juvenil Leste
caps_leste|197 - CAPS Leste
farmacia_gratuita_da_compensa|198 - Farmácia Gratuita da Compensa
departamento_de_logistica__delog_central_de_medicamentos_adm|199 - Departamento de Logística DELOG (Central de medicamentos -ADM)
200_diretoria_do_distrito_de_saude_oestedivisao|200 - Diretoria do Distrito de Saúde Oeste - Divisão
carreta_da_mulhereuq4140|201 - Carreta da Mulher-EUQ-4140
carreta_da_mulher_euq4138|202 - Carreta da Mulher - EUQ-4138
carreta_da_mulher_euq_4142|203 - Carreta da Mulher - EUQ - 4142
carreta_da_mulher_euk_4766|204 - Carreta da Mulher - EUK - 4766
carreta_da_mulher_euk_4765|205 - Carreta da Mulher - EUK - 4765
carreta_da_mulher_euq_4139|206 - Carreta da Mulher - EUQ - 4139
carreta_odontologiaslaboratoriais_euk4767|207 - Carreta Odontológias/Laboratoriais EUK-4767
carreta_odontologiaslaboratoriais_euk4733|208 - Carreta Odontológias/Laboratoriais EUK-4733
carreta_odontologiaslaboratoriais_euk4734|209 - Carreta Odontológias/Laboratoriais EUK-4734
carreta_odontologiaslaboratoriais_efw0471|210 - Carreta Odontológias/Laboratoriais EFW-0471
carreta_odontologiaslaboratoriais_euq_4131|211 - Carreta Odontológias/Laboratoriais EUQ- 4131
carreta_odontologiaslaboratoriais_efw0461|212 - Carreta Odontológias/Laboratoriais EFW-0461
213_diretoria_do_distrito_de_saude_oestedivisao|213 - Diretoria do Distrito de Saúde Oeste - Divisão
deposito_do_leite|214 - Depósito do Leite
deposito_do_leite_setor_2|215 - Depósito do Leite (Setor 2)
ubsf_unidade_basica_da_familia_n01|216 - UBSF - Unidade Basica da Familia - N-01
ubsf_unidade_basica_da_familia_n02|217 - UBSF - Unidade Basica da Familia - N-02
ubsf_unidade_basica_da_familia_n05|218 - UBSF - Unidade Basica da Familia - N-05
ubsf_unidade_basica_da_familia_n06|219 - UBSF - Unidade Basica da Familia - N-06
ubsf_unidade_basica_da_familia_n12|220 - UBSF - Unidade Basica da Familia - N-12
ubsf_unidade_basica_da_familia_n13|221 - UBSF - Unidade Basica da Familia - N-13
ubsf_unidade_basica_da_familia_n14|222 - UBSF - Unidade Basica da Familia - N-14
ubsf_unidade_basica_da_familia_n16|223 - UBSF - Unidade Basica da Família - N-16
ubsf_unidade_basica_da_familia_n17|224 - UBSF - Unidade Basica da Família - N-17
ubsf_unidade_basica_da_familia_n21|225 - UBSF - Unidade Basica da Familia - N-21
ubsf_unidade_basica_da_familia_n22|226 - UBSF - Unidade Basica da Familia - N-22
ubsf_unidade_basica_da_familia_n23|227 - UBSF - Unidade Basica da Familia - N-23
ubsf_unidade_basica_da_familia_n24|228 - UBSF - Unidade Basica da Familia - N-24
ubsf_unidade_basica_da_familia_n26|229 - UBSF - Unidade Basica da Familia - N-26
ubsf_unidade_basica_da_familia_n27|230 - UBSF - Unidade Basica da Familia - N-27
ubsf_unidade_basica_da_familia_n30|231 - UBSF - Unidade Basica da Familia - N-30
ubsf_unidade_basica_da_familia_n31|232 - UBSF - Unidade Basica da Família - N-31
ubsf_unidade_basica_da_familia_n35|233 - UBSF - Unidade Basica da Familia - N-35
ubsf_unidade_basica_da_familia_n36|234 - UBSF - Unidade Basica da Familia - N-36
ubsfunidade_basica_da_familian39|235 - UBSF-Unidade Basica da Familia-N-39
ubsf_unidade_basica_da_familia_n40|236 - UBSF - Unidade Basica da Familia - N-40
ubsf_unidade_basica_da_familia_n41|237 - UBSF - Unidade Basica da Família - N-41
ubsf_unidade_basica_da_familia_n42|238 - UBSF - Unidade Basica da Familia - N-42
ubsf_unidade_basica_da_familia_n_43|239 - UBSF - Unidade Basica da Familia - N 43
ubsf_unidade_basica_da_familia_n46|240 - UBSF - Unidade Basica da Familia - N-46
ubsf_unidade_basica_da_familia_n47|241 - UBSF - Unidade Basica da Família - N-47
ubsf_unidade_basica_da_familia_n48|242 - UBSF - Unidade Basica da Família - N-48
ubsf_unidade_basica_da_familia_n50|243 - UBSF - Unidade Basica da Familia - N-50
ubsf_unidade_basica_da_familia_n52|244 - UBSF - Unidade Basica da Familia - N-52
ubsf_unidade_basica_da_familia_n53|245 - UBSF - Unidade Basica da Familia - N-53
ubsf_unidade_basica_da_familia_n54|246 - UBSF - Unidade Basica da Familia - N-54
ubsf_unidade_basica_da_familia_n55|247 - UBSF - Unidade Basica da Familia - N-55
ubsf_unidade_basica_da_familia_n56|248 - UBSF - Unidade Basica da Familia - N-56
ubsf_unidade_basica_da_familia_l42|249 - UBSF - Unidade Basica da Familia - L-42
ubsf_unidade_basica_da_familia_l15|250 - UBSF - Unidade Basica da Familia - L-15
ubsf_unidade_basica_da_familia_o19|251 - UBSF - Unidade Basica da Familia - O-19
ubsf_unidade_basica_da_familia_o43|252 - UBSF - Unidade Basica da Familia - O-43
ubsf_unidade_basica_da_familia_o38|253 - UBSF - Unidade Basica da Familia - O-38
ubsf_unidade_basica_da_familia_o45|254 - UBSF - Unidade Basica da Familia - O-45
ubsf_unidade_basica_da_familia_o46|255 - UBSF - Unidade Basica da Familia - O-46
ubsf_unidade_basica_da_familia_o01|256 - UBSF - Unidade Basica da Familia - O-01
ubsf_unidade_basica_da_familia_s01|257 - UBSF - Unidade Basica da Familia - S-01
ubsf_unidade_basica_da_familia_s43|258 - UBSF - Unidade Basica da Familia - S-43
ubsf_unidade_basica_da_familia_s12|259 - UBSF - Unidade Basica da Familia - S-12
ubsf_unidade_basica_da_familia_s05|260 - UBSF - Unidade Basica da Familia - S-05
ubsf_unidade_basica_da_familia_l46|261 - UBSF - Unidade Basica da Familia - L-46
ubsf_unidade_basica_da_familia_o11|262 - UBSF - Unidade Basica da Familia - O-11
ubsf_unidade_basica_da_familia_o18|263 - UBSF - Unidade Basica da Familia - O-18
ubsf_unidade_basica_da_familia_n19|264 - UBSF - Unidade Basica da Familia - N-19
ubsf_unidade_basica_da_familia_n_28|265 - UBSF - Unidade Basica da Familia - N 28
ubsf_unidade_basica_da_familia_n49|266 - UBSF - Unidade Basica da Familia - N-49
ubsf_unidade_basica_da_familia_n51|267 - UBSF - Unidade Basica da Família - N-51
farmacia_gratuita_da_aparecida|268 - Farmácia Gratuita da Aparecida
ceo_oeste_prof_joao_luis_ribeiro_mendenca|269 - CEO OESTE - Prof. João Luís Ribeiro Mendença
ceo_sul_dr_jose_furtunato_de_oliveira|270 - CEO SUL - Dr. José Furtunato de Oliveira
laboratorio_de_citopatologia_sebastiao_marinho|271 - Laboratório de Citopatologia Sebastião Marinho
departamento_de_vigilancia_dvisa|272 - Departamento de Vigilância - DVISA
ubsf_unidade_basica_da_familia_o_02|273 - UBSF - Unidade Basica da Familia - O- 02
ubsf_unidade_basica_da_familia_o12|274 - UBSF - Unidade Basica da Familia - O-12
ubsf_unidade_basica_da_familia_o03|275 - UBSF - Unidade Basica da Familia - O-03
ubsf_unidade_basica_da_familia_o04|276 - UBSF - Unidade Basica da Familia - O-04
ubsf_unidade_basica_da_familia_o05|277 - UBSF - Unidade Basica da Familia - O-05
ubsf_unidade_basica_da_familia_o06|278 - UBSF - Unidade Basica da Familia - O-06
ubsf_unidade_basica_da_familia_o07|279 - UBSF - Unidade Basica da Familia - O-07
ubsf_unidade_basica_da_familia_s02|280 - UBSF - Unidade Basica da Familia - S-02
ubsf_unidade_basica_da_familia_l01|282 - UBSF - Unidade Basica da Familia - L-01
ubs_fatima_andrade|283 - UBS Fátima Andrade
ubs_fatima_andrade_b|283 B - UBS Fátima Andrade
ubsf_unidade_basica_da_familia_o16|284 - UBSF - Unidade Basica da Familia - O-16
ubsf_unidade_basica_da_familia_o17|285 - UBSF - Unidade Basica da Familia - O-17
ubsf_unidade_basica_da_familia_o25|286 - UBSF - Unidade Basica da Familia - O-25
ubsf_uidade_basica_de_saude_o_21|287 - UBSF - Uidade Basica de Saúde - O- 21
ubsf_unidade_basica_da_familia_o23|288 - UBSF - Unidade Basica da Familia - O-23
ubsf_unidade_basica_da_familia_o20|289 - UBSF - Unidade Basica da Familia - O-20
ubsf_unidade_basica_da_familia_o26|290 - UBSF - Unidade Basica da Familia - O-26
usbf_unidade_basica_da_familiao29|291 - USBF - Unidade Basica da Familia-O-29
ubsf_unidade_basica_da_familia_o30|292 - UBSF - Unidade Basica da Familia - O-30
ubsf_unidade_basica_da_familia_s03|293 - UBSF - Unidade Basica da Familia - S-03
ubsf_unidade_basica_da_familia_s14|294 - UBSF - Unidade Basica da Familia - S-14
ubsf_unidade_basica_da_familia_l03|295 - UBSF - Unidade Basica da Familia - L-03
ubsf_unidade_basica_da_familia_s06|296 - UBSF - Unidade Basica da Familia - S-06
ubsf_unidade_basica_da_familia_l16|297 - UBSF - Unidade Basica da Familia - L-16
ubsf_unidade_basica_da_familia_l18|298 - UBSF - Unidade Basica da Familia - L-18
ubsf_unidade_basica_da_familia_l27|299 - UBSF - Unidade Basica da Familia - L-27
ubsf_unidade_basica_da_familia_s10|300 - UBSF - Unidade Basica da Família - S-10
spa_ponta_negra|300 - SPA Ponta Negra
ubsf_unidade_basica_da_familia_s50|301 - UBSF - Unidade Basica da Família - S-50
ubsf_unidade_basica_da_familia_s51|302 - UBSF - Unidade Basica da Família - S-51
ubsf_unidade_basica_da_familia_s11|303 - UBSF - Unidade Basica da Família - S-11
ubsf_unidade_basica_da_familia_s13|304 - UBSF - Unidade Basica da Familia - S-13
ubsf_unidade_basica_da_familia_o33|305 - UBSF - Unidade Basica da Familia - O-33
ubsf_unidade_basica_da_familia_s20|306 - UBSF - Unidade Basica da Família - S-20
ubsf_unidade_basica_da_familia_s17|307 - UBSF - Unidade Basica da Família - S-17
ubsf_unidade_basica_da_familia_s19|308 - UBSF - Unidade Basica da Família - S-19
samu_cidade_de_deus|309 - SAMU - Cidade de Deus
ubsf_unidade_basica_da_familia_o37|310 - UBSF - Unidade Basica da Família - O-37
ubsf_unidade_basica_da_familia_s21|311 - UBSF - Unidade Basica da Família - S-21
ubsf_unidade_basica_da_familia_s27|312 - UBSF - Unidade Basica da Família - S-27
ubsf_unidade_basica_da_familia_s24|313 - UBSF - Unidade Basica da Família - S-24
ubsf_unidade_basica_da_familia_s46|314 - UBSF - Unidade Basica da Família - S-46
ubsf_unidade_basica_da_familia_s49|315 - UBSF - Unidade Basica da Família - S-49
ubsf_unidade_basica_da_familia_s34|316 - UBSF - Unidade Basica da Família - S-34
ubsf_unidade_basica_da_familia_s38|317 - UBSF - Unidade Basica da Família - S-38
ubsf_unidade_basica_da_familia_n37|318 - UBSF - Unidade Basica da Familia - N-37
ubsf_unidade_basica_da_familia_o09|319 - UBSF - Unidade Basica da Familia - O-09
ubsf_unidade_basica_da_familia_s37|320 - UBSF - Unidade Basica da Familia S-37
ubsf_unidade_basica_da_familia_s35|321 - UBSF - Unidade Basica da Familia S-35
ubs_s32|322 - UBS S-32
ubs_s29|323 - UBS S-29
ubs_s40|324 - UBS S-40
ubs_s41|325 - UBS S-41
ubs_s44|326 - UBS S-44
ubsf_s45|327 - UBSF S-45
ubs_s52|328 - UBS S-52
ubsf_unidade_basica_da_familia_s53|329 - UBSF - Unidade Basica da Família S-53
ubsf_unidade_basica_da_familia_l19|330 - UBSF - Unidade Basica da Família L-19
ubsf_unidade_basica_da_familia_o34|331 - UBSF - Unidade Basica da Família O-34
ubsf_unidade_basica_da_familia_n09|332 - UBSF - Unidade Basica da Família N-09
ubsf_unidade_basica_da_familia_n08|333 - UBSF - Unidade Basica da Família N-08
central_de_regulacao|334 - CENTRAL DE REGULACAO
ubsf_unidade_basica_da_familia_l36|335 - UBSF - Unidade Basica da Família L-36
ubsf_unidade_basica_da_familia_l34|336 - UBSF - Unidade Basica da Família L-34
